customer_id,age,income,region,tenure_months,num_products,avg_monthly_spend,login_frequency,missed_payments,churn_risk_score,CLV,notes
C04725,68,81794,South,116,3,2398.55,11,2,0.05,265820.21,High-value loyal customer
C04726,45,52740,South,15,1,377.49,7,4,0.51,3274.55,Moderate value customer
C04727,29,96322,Midwest,9,1,253.37,6,3,0.96,591.21,High churn risk
C04728,40,130853,South,114,4,1072.24,6,0,0.11,110789.47,High-value loyal customer
C04729,30,49630,South,70,2,2005.87,25,4,0.1,127369.81,High-value loyal customer
C04730,41,133969,West Coast,64,1,1633.72,20,2,0.67,35004.17,Moderate value customer
C04731,24,91610,West Coast,90,5,223.41,24,3,0.96,3304.28,High churn risk
C04732,50,68540,South,6,2,624.51,18,4,0.03,4634.65,Moderate value customer
C04733,54,106195,East Coast,96,1,2306.16,8,1,0.34,146618.3,Moderate value customer
C04734,50,115528,Midwest,43,1,1033.45,26,4,0.07,41827.67,Moderate value customer
C04735,34,51600,South,20,5,528.13,28,2,0.27,10210.7,Moderate value customer
C04736,42,77927,South,99,1,342.42,6,3,0.55,15754.81,Moderate value customer
C04737,21,81220,Midwest,43,2,2581.24,8,0,0.44,63156.26,Moderate value customer
C04738,28,65105,West Coast,62,3,1520.66,29,0,0.36,61839.79,Moderate value customer
C04739,31,57245,Midwest,67,3,1610.3,3,4,0.21,86733.18,High-value loyal customer
C04740,21,31816,East Coast,82,1,371.76,4,1,0.62,12084.04,Moderate value customer
C04741,25,149889,South,99,4,1568.02,6,0,0.58,67198.27,Moderate value customer
C04742,65,40346,South,52,2,2008.16,17,1,0.66,36504.27,Moderate value customer
C04743,69,97338,South,74,3,543.84,1,4,0.79,9951.27,High churn risk
C04744,30,97346,Midwest,100,4,2727.04,15,3,0.73,75630.08,High churn risk
C04745,59,73952,East Coast,94,3,2393.37,29,3,0.96,10499.07,High churn risk
C04746,33,146609,South,26,4,2445.28,15,0,0.17,54769.14,High-value loyal customer
C04747,41,134733,West Coast,94,1,1702.29,12,0,0.95,8500.76,High churn risk
C04748,56,51100,East Coast,31,4,1134.98,24,0,0.17,31203.04,Moderate value customer
C04749,65,142165,East Coast,55,1,1993.27,6,0,0.84,18040.78,High churn risk
C04750,53,73790,East Coast,68,4,831.04,27,4,0.79,13867.25,High churn risk
C04751,63,123514,East Coast,57,4,583.28,20,1,0.67,12971.5,Moderate value customer
C04752,48,96263,West Coast,24,4,1707.33,5,2,0.71,13883.02,High churn risk
C04753,29,127083,East Coast,65,2,1540.15,7,4,0.69,32034.02,Moderate value customer
C04754,65,124339,West Coast,26,3,620.79,8,0,0.53,9086.05,Moderate value customer
C04755,31,42626,Midwest,49,4,1685.13,10,0,0.03,82094.23,High-value loyal customer
C04756,60,120332,Midwest,93,1,1730.11,7,0,0.58,68078.1,Moderate value customer
C04757,49,67645,Midwest,38,4,2640.24,7,2,0.39,63200.76,Moderate value customer
C04758,27,136353,Midwest,36,2,2325.79,23,1,0.27,62121.76,High-value loyal customer
C04759,47,106624,West Coast,54,2,809.18,14,0,0.49,23284.82,Moderate value customer
C04760,42,42039,South,9,2,2490.21,4,3,0.85,4361.78,High churn risk
C04761,51,99708,West Coast,42,4,2913.24,21,0,0.58,53389.55,Moderate value customer
C04762,50,136198,Midwest,96,4,2206.53,29,2,0.96,10473.08,High churn risk
C04763,48,98188,South,101,4,2403.61,10,2,0.42,142803.47,Moderate value customer
C04764,40,107678,South,104,3,946.0,13,2,0.17,83158.72,High-value loyal customer
C04765,35,111546,South,82,4,2977.33,7,2,0.31,170457.33,Moderate value customer
C04766,35,59263,South,24,5,693.9,3,4,0.14,16822.1,Moderate value customer
C04767,32,93537,East Coast,40,2,2302.41,5,0,0.68,30470.85,Moderate value customer
C04768,37,88710,Midwest,82,4,1306.61,23,3,0.16,91999.3,High-value loyal customer
C04769,43,104059,Midwest,103,3,1199.23,18,4,0.52,60789.93,Moderate value customer
C04770,26,108999,Midwest,8,1,998.45,7,1,0.92,1139.01,High churn risk
C04771,65,127251,West Coast,103,2,1434.97,6,4,0.43,85247.09,Moderate value customer
C04772,36,129708,Midwest,54,4,2414.45,8,0,0.4,80228.18,Moderate value customer
C04773,47,55533,Midwest,115,4,2834.72,7,4,0.2,262794.24,High-value loyal customer
C04774,43,131815,Midwest,11,1,1365.47,20,2,0.75,4255.04,High churn risk
C04775,21,40560,West Coast,107,3,2024.68,29,4,0.3,153148.53,Moderate value customer
C04776,65,117129,Midwest,99,5,2407.03,21,2,0.99,4882.96,High churn risk
C04777,27,145216,Midwest,88,1,479.26,11,4,0.17,35505.15,Moderate value customer
C04778,65,137363,East Coast,116,3,2889.52,10,1,0.0,336684.32,High-value loyal customer
C04779,59,81088,Midwest,77,3,792.57,26,0,0.54,29572.83,Moderate value customer
C04780,60,63508,South,95,4,2762.22,6,0,0.07,246042.14,High-value loyal customer
C04781,69,39498,West Coast,56,4,2962.49,18,4,0.37,106516.65,Moderate value customer
C04782,68,66184,South,94,2,481.13,26,2,0.45,25874.42,Moderate value customer
C04783,69,97293,East Coast,29,4,2699.69,6,1,0.25,60718.26,High-value loyal customer
C04784,60,64024,Midwest,42,4,1994.55,10,2,0.98,3675.42,High churn risk
C04785,59,111688,West Coast,6,3,2490.19,9,0,0.34,11361.15,Moderate value customer
C04786,38,113295,East Coast,3,4,505.47,8,2,0.14,3304.11,Moderate value customer
C04787,56,136928,West Coast,92,4,2535.93,12,1,0.04,225973.34,High-value loyal customer
C04788,42,57961,South,74,4,1952.9,29,1,0.31,101715.07,Moderate value customer
C04789,22,109828,East Coast,98,5,1629.73,21,2,0.82,31248.44,High churn risk
C04790,68,123161,West Coast,65,5,1768.09,21,3,0.25,88694.39,High-value loyal customer
C04791,46,110251,South,12,2,2284.51,27,1,0.6,11965.65,Moderate value customer
C04792,52,54832,East Coast,36,1,1033.38,10,1,0.99,872.02,High churn risk
C04793,43,69308,Midwest,56,3,2841.74,12,3,0.34,106530.71,Moderate value customer
C04794,60,136420,Midwest,52,2,1061.38,29,0,0.62,21972.87,Moderate value customer
C04795,66,49220,South,32,3,2655.82,30,4,0.6,35494.5,Moderate value customer
C04796,38,48688,Midwest,56,1,233.91,26,4,0.59,5870.57,Moderate value customer
C04797,39,122318,Midwest,11,1,2766.14,18,4,0.95,2021.38,High churn risk
C04798,44,135276,East Coast,1,2,2584.42,26,4,0.79,1542.73,High churn risk
C04799,24,110854,East Coast,112,5,547.71,19,0,0.01,63230.08,High-value loyal customer
C04800,66,132146,East Coast,6,5,2263.38,28,3,0.03,15672.87,Moderate value customer
C04801,22,58874,East Coast,91,5,1247.52,14,1,0.04,111483.35,High-value loyal customer
C04802,50,119500,East Coast,79,4,1543.38,13,0,0.36,80033.29,Moderate value customer
C04803,69,138533,East Coast,74,4,392.06,25,4,0.44,18246.97,Moderate value customer
C04804,58,67551,Midwest,24,2,795.21,7,2,0.81,4626.16,High churn risk
C04805,51,58753,East Coast,72,4,2870.21,27,4,0.64,76395.84,Moderate value customer
C04806,60,105197,West Coast,81,3,1370.26,8,0,1.0,1500.0,High churn risk
C04807,36,31048,West Coast,24,2,272.88,30,0,0.79,2375.32,High churn risk
C04808,53,94417,South,77,2,1642.22,15,1,0.87,17438.62,High churn risk
C04809,23,75073,West Coast,9,1,2985.16,27,2,0.18,22530.48,Moderate value customer
C04810,38,107296,East Coast,59,1,1131.9,9,4,0.64,24541.56,Moderate value customer
C04811,30,137456,Midwest,70,2,595.4,3,2,0.15,36426.3,Moderate value customer
C04812,22,117835,West Coast,93,5,2001.95,5,3,0.67,63939.85,Moderate value customer
C04813,50,109619,East Coast,23,1,2775.51,4,3,0.81,12628.98,High churn risk
C04814,50,61606,East Coast,86,4,2605.62,20,1,0.3,158858.32,Moderate value customer
C04815,45,53667,Midwest,85,2,2039.57,21,2,0.17,144891.66,High-value loyal customer
C04816,63,45508,East Coast,17,3,715.61,21,0,0.24,10745.68,Moderate value customer
C04817,44,143989,East Coast,98,2,2396.21,20,4,0.81,45617.43,High churn risk
C04818,55,42308,West Coast,90,3,2505.02,6,0,0.55,102953.31,Moderate value customer
C04819,30,94484,West Coast,114,1,2578.73,29,3,0.54,135728.6,Moderate value customer
C04820,68,136077,South,25,5,1331.04,23,2,0.58,16475.92,Moderate value customer
C04821,50,72131,South,112,3,1344.81,8,1,0.49,78315.55,Moderate value customer
C04822,46,40877,West Coast,38,5,634.44,3,2,0.86,5875.22,High churn risk
C04823,55,32984,West Coast,3,3,2363.52,4,3,0.51,4974.37,Moderate value customer
C04824,44,38927,South,67,5,2264.23,17,0,0.6,63181.36,Moderate value customer
C04825,40,136420,South,14,3,479.3,17,2,0.98,1634.2,High churn risk
C04826,59,38824,West Coast,106,2,256.38,5,2,0.46,15675.19,Moderate value customer
C04827,69,61359,East Coast,10,2,2864.82,17,4,0.19,24205.04,Moderate value customer
C04828,60,59117,East Coast,66,1,248.35,25,1,0.56,7712.08,Moderate value customer
C04829,55,104014,Midwest,71,2,1960.08,12,1,0.7,42749.7,Moderate value customer
C04830,59,75923,West Coast,14,4,1470.2,3,4,0.13,19907.04,Moderate value customer
C04831,30,124872,West Coast,113,1,2376.76,26,4,0.16,226102.06,High-value loyal customer
C04832,47,146036,West Coast,81,2,445.64,25,3,0.02,36374.9,Moderate value customer
C04833,35,101630,West Coast,10,2,2110.65,21,0,0.74,6487.69,High churn risk
C04834,35,101468,West Coast,99,4,1921.84,2,4,0.2,154209.73,High-value loyal customer
C04835,57,110238,South,49,5,2590.06,25,3,0.9,15191.29,High churn risk
C04836,55,73228,South,109,2,1651.93,23,0,0.52,87428.98,Moderate value customer
C04837,23,42593,East Coast,91,3,2239.22,11,2,0.96,9650.76,High churn risk
C04838,49,30178,East Coast,62,5,1425.23,6,4,0.38,57285.84,Moderate value customer
C04839,24,31911,West Coast,48,3,2955.14,17,1,0.96,7173.87,High churn risk
C04840,67,80651,South,3,5,1766.35,29,1,0.98,2605.98,High churn risk
C04841,36,127223,East Coast,47,3,2309.91,19,2,0.13,95952.22,High-value loyal customer
C04842,25,89341,West Coast,60,2,460.22,29,2,0.12,25299.62,Moderate value customer
C04843,41,100048,Midwest,25,3,1495.72,13,2,0.42,23187.94,Moderate value customer
C04844,60,139153,West Coast,7,2,380.43,21,3,0.41,2571.18,Moderate value customer
C04845,62,114595,Midwest,77,4,540.79,5,2,0.65,16574.29,Moderate value customer
C04846,41,81322,Midwest,39,3,1617.18,5,3,0.11,57632.32,High-value loyal customer
C04847,22,48716,West Coast,43,1,1186.45,19,4,0.76,12744.16,High churn risk
C04848,34,33989,West Coast,46,1,1487.5,28,4,0.22,53871.5,High-value loyal customer
C04849,25,114674,West Coast,89,3,1589.2,15,3,0.15,121722.98,High-value loyal customer
C04850,27,60447,West Coast,43,2,647.3,27,0,0.79,6845.12,High churn risk
C04851,31,142342,East Coast,29,5,1224.33,4,0,0.08,35165.12,Moderate value customer
C04852,55,97586,East Coast,83,4,2609.67,6,4,0.71,64814.76,High churn risk
C04853,50,127015,Midwest,103,3,2598.51,3,4,0.11,239705.41,High-value loyal customer
C04854,64,103989,West Coast,86,4,1573.73,24,0,0.74,37188.6,High churn risk
C04855,66,137990,East Coast,66,2,2297.61,29,0,0.79,32844.87,High churn risk
C04856,21,128635,East Coast,86,1,2309.95,11,3,0.58,83935.39,Moderate value customer
C04857,36,110836,South,99,2,323.5,19,0,0.35,21817.22,Moderate value customer
C04858,67,67124,South,98,2,1910.5,4,1,0.24,143294.04,High-value loyal customer
C04859,21,61746,East Coast,117,3,2452.67,27,0,0.81,56022.85,High churn risk
C04860,42,131123,Midwest,69,4,1863.12,22,0,0.11,116414.2,High-value loyal customer
C04861,33,34542,East Coast,27,5,1716.35,7,1,0.97,3890.24,High churn risk
C04862,47,109063,West Coast,82,4,1687.4,3,2,0.78,32440.7,High churn risk
C04863,35,34868,East Coast,112,5,1622.26,25,1,0.69,58824.87,Moderate value customer
C04864,37,38124,South,3,1,2379.26,5,4,0.99,571.38,High churn risk
C04865,29,102158,South,56,4,1998.81,16,4,0.69,36699.34,Moderate value customer
C04866,25,122728,West Coast,111,5,803.41,21,4,0.1,82760.66,High-value loyal customer
C04867,43,94354,East Coast,64,4,1413.38,25,2,0.32,63510.3,Moderate value customer
C04868,64,102119,West Coast,21,2,1680.15,30,2,0.59,15466.09,Moderate value customer
C04869,69,42487,Midwest,24,1,1373.06,19,4,0.58,14340.44,Moderate value customer
C04870,63,42955,South,90,4,865.23,18,0,0.01,79091.99,High-value loyal customer
C04871,31,95334,East Coast,20,2,549.27,3,3,0.26,9129.2,Moderate value customer
C04872,44,86229,East Coast,52,2,528.47,5,3,0.74,8144.91,High churn risk
C04873,28,85574,Midwest,13,1,1029.61,7,2,0.66,5050.88,Moderate value customer
C04874,67,145846,Midwest,70,4,1327.43,7,2,0.9,11292.01,High churn risk
C04875,54,95829,South,90,3,2112.06,3,3,0.96,9103.42,High churn risk
C04876,62,85500,Midwest,112,3,2957.77,26,0,0.87,44565.13,High churn risk
C04877,51,123036,South,43,3,2712.6,9,0,0.55,53988.81,Moderate value customer
C04878,42,134120,South,94,2,2478.35,8,2,0.54,108163.85,Moderate value customer
C04879,34,124292,West Coast,78,4,2478.46,21,0,0.37,123791.52,Moderate value customer
C04880,25,38484,West Coast,111,5,1868.98,18,3,0.9,23245.68,High churn risk
C04881,37,93877,South,117,4,907.73,26,2,0.83,20054.75,High churn risk
C04882,38,113081,East Coast,37,1,1521.43,10,1,0.78,12884.44,High churn risk
C04883,39,87754,West Coast,102,5,599.15,20,2,0.78,15944.93,High churn risk
C04884,27,96044,East Coast,30,1,1786.01,8,4,0.85,8537.05,High churn risk
C04885,46,58531,Midwest,15,4,264.4,8,0,0.92,2317.28,High churn risk
C04886,45,74249,East Coast,83,1,730.5,17,0,0.82,11413.67,High churn risk
C04887,38,124825,Midwest,75,2,2194.43,29,3,0.82,30624.81,High churn risk
C04888,64,117096,South,84,3,975.3,17,2,0.66,29354.57,Moderate value customer
C04889,35,122251,South,25,4,1375.89,30,3,0.46,20574.52,Moderate value customer
C04890,49,133183,South,38,5,2529.77,4,2,0.55,45759.07,Moderate value customer
C04891,66,47777,Midwest,43,5,324.76,6,2,0.54,8923.75,Moderate value customer
C04892,62,40810,East Coast,30,1,263.66,29,1,0.82,1923.76,High churn risk
C04893,69,92210,West Coast,40,3,841.16,19,0,0.27,26061.87,Moderate value customer
C04894,21,56552,West Coast,59,4,2116.44,1,4,0.36,81916.77,Moderate value customer
C04895,24,59812,East Coast,23,2,861.14,4,4,0.56,9714.74,Moderate value customer
C04896,29,79858,West Coast,44,1,2618.36,11,0,0.98,2804.16,High churn risk
C04897,56,126925,Midwest,81,4,1185.17,6,3,0.49,50959.37,Moderate value customer
C04898,52,113218,Midwest,1,4,993.83,12,4,0.13,2864.63,Moderate value customer
C04899,44,78480,West Coast,106,3,852.16,5,1,0.67,31308.56,Moderate value customer
C04900,57,123063,West Coast,78,5,1807.12,14,1,0.62,56063.04,Moderate value customer
C04901,38,86765,Midwest,103,3,2597.67,17,1,0.85,41634.0,High churn risk
C04902,35,99394,East Coast,82,1,1336.97,4,4,0.85,16944.73,High churn risk
C04903,40,115027,West Coast,41,1,907.05,15,1,0.26,28019.9,Moderate value customer
C04904,60,83871,West Coast,62,3,1378.43,6,1,0.05,82689.53,High-value loyal customer
C04905,22,96276,South,60,4,2733.41,13,3,0.79,36440.97,High churn risk
C04906,45,58868,South,80,5,1136.71,12,0,0.65,34327.88,Moderate value customer
C04907,33,83051,East Coast,10,1,2036.09,10,4,0.14,18010.37,Moderate value customer
C04908,47,89681,Midwest,108,3,1123.27,6,0,0.99,2713.13,High churn risk
C04909,33,62438,East Coast,73,1,2089.32,22,1,0.93,11176.43,High churn risk
C04910,48,133909,East Coast,78,5,2666.83,30,3,0.72,60743.57,High churn risk
C04911,66,59437,East Coast,66,2,1875.96,9,0,0.05,118622.69,High-value loyal customer
C04912,35,64202,West Coast,57,2,2852.84,16,2,0.21,129463.39,High-value loyal customer
C04913,49,68310,Midwest,42,4,1884.25,8,4,0.32,55814.18,Moderate value customer
C04914,41,78366,Midwest,54,4,2929.65,7,1,0.06,150709.03,High-value loyal customer
C04915,64,80473,West Coast,85,2,2226.45,14,1,0.83,33172.2,High churn risk
C04916,51,86361,East Coast,42,5,2027.81,30,2,0.08,80854.58,High-value loyal customer
C04917,43,88354,South,66,3,2523.53,26,1,0.21,133076.85,High-value loyal customer
C04918,57,91527,West Coast,70,3,231.06,4,0,0.32,12498.46,Moderate value customer
C04919,23,95711,East Coast,11,5,920.3,3,1,0.33,9282.61,Moderate value customer
C04920,55,118990,East Coast,105,3,805.05,29,0,0.27,63207.08,High-value loyal customer
C04921,34,73285,East Coast,67,4,510.51,3,0,0.98,2684.08,High churn risk
C04922,22,109190,East Coast,115,3,2825.8,19,4,0.96,14498.68,High churn risk
C04923,33,137816,South,11,3,566.81,10,4,0.62,3869.27,Moderate value customer
C04924,22,78407,South,4,4,935.94,14,4,0.13,5257.07,Moderate value customer
C04925,32,130775,West Coast,79,1,1138.46,21,4,0.71,26582.12,High churn risk
C04926,47,113359,East Coast,90,2,1948.96,6,2,0.98,4508.13,High churn risk
C04927,54,85090,West Coast,108,3,2348.9,12,2,1.0,1500.0,High churn risk
C04928,60,124240,East Coast,100,2,1893.09,12,3,0.62,72937.42,Moderate value customer
C04929,25,149835,South,79,2,2297.07,28,0,0.19,147989.51,High-value loyal customer
C04930,45,30208,West Coast,49,5,1325.95,4,3,0.83,13545.16,High churn risk
C04931,31,61321,Midwest,114,5,2988.18,30,2,0.62,131947.96,Moderate value customer
C04932,33,43905,West Coast,22,5,676.26,10,3,0.45,10682.75,Moderate value customer
C04933,48,30247,Midwest,37,1,1319.33,29,0,0.15,41992.93,Moderate value customer
C04934,41,123561,West Coast,10,1,2530.11,12,4,0.24,19728.84,Moderate value customer
C04935,69,65662,South,20,2,890.93,17,1,0.58,8483.81,Moderate value customer
C04936,68,92821,Midwest,96,2,2302.36,23,2,0.26,164559.65,High-value loyal customer
C04937,46,41966,South,73,2,1219.99,28,0,0.48,47310.82,Moderate value customer
C04938,47,129093,West Coast,50,2,697.27,7,1,0.72,10761.78,High churn risk
C04939,46,132384,South,31,4,1329.35,10,2,0.99,2412.1,High churn risk
C04940,35,91457,East Coast,44,2,2397.41,1,0,0.04,102266.6,High-value loyal customer
C04941,26,122372,Midwest,104,5,513.47,19,2,0.8,13180.18,High churn risk
C04942,24,48130,East Coast,31,2,1645.08,26,0,0.13,45367.81,Moderate value customer
C04943,24,81713,Midwest,92,5,2275.8,22,2,0.94,15062.42,High churn risk
C04944,50,96653,South,75,5,2304.4,20,2,0.77,42250.9,High churn risk
C04945,33,49353,South,100,2,1290.84,29,4,0.4,78450.4,Moderate value customer
C04946,29,147542,East Coast,41,2,1506.03,5,0,0.51,31256.14,Moderate value customer
C04947,62,104768,East Coast,4,3,2598.94,25,3,0.68,4826.64,Moderate value customer
C04948,34,76318,West Coast,114,5,783.46,26,1,0.56,41798.35,Moderate value customer
C04949,48,44863,East Coast,14,2,2979.26,25,2,0.98,1834.19,High churn risk
C04950,60,101322,Midwest,46,2,1373.86,6,4,1.0,1000.0,High churn risk
C04951,23,36320,Midwest,54,3,971.26,1,3,0.06,50801.16,High-value loyal customer
C04952,61,82354,Midwest,93,4,207.28,22,2,0.73,7204.8,High churn risk
C04953,49,79449,West Coast,92,5,550.06,29,0,0.75,15151.38,High churn risk
C04954,53,71957,West Coast,89,5,2318.23,15,1,0.79,45827.72,High churn risk
C04955,35,41036,Midwest,87,3,2017.85,2,3,0.92,15544.24,High churn risk
C04956,67,41393,East Coast,33,4,890.22,23,1,0.59,14044.68,Moderate value customer
C04957,59,44698,South,30,1,2795.61,29,2,0.25,63401.23,High-value loyal customer
C04958,35,32663,West Coast,9,3,2539.93,18,4,0.67,9043.59,Moderate value customer
C04959,27,123453,East Coast,38,2,953.97,13,3,0.32,25650.58,Moderate value customer
C04960,65,48699,West Coast,89,2,1124.25,2,2,0.34,67038.44,Moderate value customer
C04961,32,149283,West Coast,82,2,717.31,8,2,0.61,23939.57,Moderate value customer
C04962,59,136263,South,43,1,1999.16,27,1,0.29,61534.35,High-value loyal customer
C04963,27,119627,West Coast,7,2,2163.18,24,4,0.69,5694.1,Moderate value customer
C04964,67,33558,West Coast,88,1,1308.47,5,3,0.85,17771.8,High churn risk
C04965,61,71873,South,40,3,2264.04,22,1,0.99,2405.62,High churn risk
C04966,26,108040,Midwest,85,1,2976.39,27,1,0.17,210484.31,High-value loyal customer
C04967,46,82580,West Coast,119,2,1913.45,23,2,0.46,123958.3,Moderate value customer
C04968,29,83893,West Coast,62,5,2017.99,15,2,0.74,35030.0,High churn risk
C04969,44,96540,Midwest,55,2,1246.76,25,2,0.58,29800.16,Moderate value customer
C04970,50,88653,Midwest,35,1,229.64,13,0,0.06,8055.16,Moderate value customer
C04971,36,62222,Midwest,43,1,2870.98,23,3,0.35,80743.89,Moderate value customer
C04972,68,32593,Midwest,11,4,2362.57,30,3,0.79,7457.54,High churn risk
